personID|Twitter_Followers
393790|1-10
393864|1-10
1111615|11-100
639190|11-100
382540|11-100
393876|1-10
332888|11-100
392906|1-10
402776|11-100
393055|11-100
78866|11-100
261985|11-100
393318|1-10
393315|1-10
451344|1-10
393334|101-500
393253|11-100
393309|11-100
393120|11-100
497471|1-10
497735|1-10
393070|11-100
393565|1-10
398724|1-10
397047|1-10
392828|1-10
392590|11-100
394835|1-10
144964|1-10
144957|11-100
388115|11-100
392433|11-100
392423|1-10
391860|1-10
392495|1-10
391535|1-10
451611|1-10
453503|1-10
244616|101-500
160424|11-100
384611|1-10
329690|1-10
346683|11-100
395833|1-10
391580|1-10
391584|1-10
150428|11-100
1089244|1-10
192863|11-100
385166|11-100
396206|11-100
390188|1-10
173539|11-100
390252|1-10
390144|11-100
211511|11-100
360754|11-100
104550|11-100
168478|1001-5000
211743|101-500
211534|101-500
178480|101-500
34049|101-500
36181|1-10
19027|101-500
389825|11-100
180008|11-100
2319|1001-5000
43291|101-500
71388|501-1000
42216|1001-5000
291443|101-500
267089|501-1000
389802|11-100
389743|11-100
256928|1-10
522728|1-10
524981|1-10
522729|11-100
389706|1-10
389673|1-10
523880|1-10
389554|1-10
392488|1-10
364967|11-100
363347|11-100
389451|1-10
346020|101-500
81520|101-500
860578|1-10
777302|11-100
781544|1-10
18126|501-1000
388668|1-10
404273|11-100
255659|11-100
255255|11-100
254835|11-100
254867|11-100
361564|11-100
388217|101-500
248882|11-100
123226|101-500
193582|101-500
263292|11-100
388929|1-10
364659|11-100
388812|11-100
346715|101-500
388317|11-100
827147|1-10
827210|1-10
827156|1-10
827153|1-10
402120|1-10
388036|11-100
388210|1-10
388049|1-10
388016|1-10
388044|11-100
146094|11-100
254554|101-500
96992|501-1000
161704|101-500
135501|1-10
135352|11-100
387537|1-10
394290|11-100
392496|1-10
71251|1-10
409801|1-10
387808|1-10
387674|1-10
387670|1-10
387020|1-10
49276|5000+
399278|11-100
6113|1001-5000
231692|11-100
5980|101-500
390042|11-100
376163|11-100
386841|11-100
306494|11-100
386579|1-10
540061|11-100
45780|1001-5000
66736|1001-5000
66503|101-500
391696|11-100
389884|101-500
18725|101-500
188375|101-500
386323|101-500
386425|1001-5000
391707|101-500
386482|1001-5000
144873|101-500
397798|1-10
386198|1-10
386102|11-100
385637|11-100
386200|1-10
386252|1-10
424904|11-100
99335|101-500
72947|101-500
423454|11-100
422515|11-100
423455|11-100
427635|1-10
117069|101-500
6584|501-1000
260660|101-500
389867|1-10
386171|101-500
199757|1-10
404972|11-100
386451|1-10
404912|1-10
386351|11-100
406962|1-10
426610|1-10
407186|1-10
386354|11-100
404968|1-10
386227|11-100
386685|11-100
386388|11-100
386180|1-10
401478|1-10
386094|1-10
386394|1-10
334375|11-100
385985|1-10
1152430|11-100
437775|1-10
437761|1-10
386305|11-100
400775|11-100
385607|11-100
385456|1-10
385118|1-10
300207|1-10
145412|11-100
278670|1-10
145410|1-10
300426|1-10
383069|11-100
384509|1-10
44061|11-100
384401|101-500
135012|11-100
382528|11-100
4812|501-1000
411078|1-10
383883|1-10
348890|1-10
192665|11-100
120818|101-500
383519|1-10
84421|11-100
397060|11-100
383345|11-100
383160|11-100
383181|11-100
383424|11-100
383344|11-100
383183|1-10
323743|11-100
384750|11-100
383835|1-10
383800|1-10
383798|1-10
383536|1-10
382900|1-10
1076489|1-10
91916|101-500
382280|11-100
448275|11-100
447332|11-100
439018|101-500
382168|1-10
381963|11-100
91266|501-1000
408458|11-100
341951|11-100
344219|1-10
381847|1-10
32061|101-500
76181|101-500
381749|1-10
270774|11-100
132386|11-100
396764|1-10
216979|11-100
607248|1-10
538790|1-10
389144|1-10
388863|1-10
316017|11-100
381368|1-10
380930|11-100
351005|11-100
364127|11-100
380520|1-10
380462|1-10
380550|1-10
380437|1-10
489445|11-100
380178|11-100
338841|11-100
390406|11-100
392932|1-10
380046|1-10
379937|1-10
379761|1-10
365180|11-100
553530|11-100
553275|1-10
20586|101-500
379792|1-10
380808|1-10
379177|11-100
437849|1-10
235465|11-100
71886|101-500
484139|11-100
356045|11-100
206815|11-100
127771|101-500
674883|1-10
550763|1-10
550800|11-100
550890|11-100
23625|101-500
293410|1-10
4400|1001-5000
78840|101-500
281814|11-100
378243|1-10
379934|1-10
279109|1-10
377859|11-100
50860|101-500
402481|11-100
84001|101-500
215476|101-500
215485|101-500
891282|1-10
393977|1-10
377727|1-10
377721|1-10
377696|1-10
439122|501-1000
377594|101-500
140775|101-500
377322|1-10
377266|1-10
380602|1-10
377226|11-100
376724|11-100
376677|1-10
376534|11-100
1335092|1-10
1335039|1-10
219879|11-100
404148|11-100
3519|11-100
377932|1-10
350257|11-100
388738|1-10
388977|1-10
376045|1-10
413257|11-100
376017|1-10
375758|11-100
217800|1-10
381062|1-10
376439|1-10
246631|11-100
16720|101-500
375633|1-10
375409|1-10
375359|101-500
56211|11-100
129718|11-100
94131|5000+
24926|1001-5000
53584|501-1000
332837|11-100
397013|11-100
506702|11-100
183539|101-500
399406|11-100
375120|11-100
174875|101-500
440378|1-10
374725|1-10
254825|11-100
925926|1-10
513128|1-10
288583|11-100
193786|11-100
344954|1-10
345575|1-10
246330|11-100
191438|11-100
289665|1-10
270619|11-100
246268|11-100
191113|101-500
198730|1-10
195156|11-100
43182|11-100
24571|101-500
151232|11-100
373131|1-10
122213|11-100
373119|11-100
373047|11-100
373101|1-10
396280|1-10
373061|1-10
373030|1-10
366923|1-10
372692|1-10
922188|1-10
922187|1-10
922184|1-10
922180|1-10
431359|1-10
431410|1-10
374338|11-100
372501|101-500
371610|1-10
371493|1-10
370820|1-10
357079|1-10
318513|101-500
370571|1-10
621633|1-10
322530|1-10
370963|1-10
370101|11-100
377536|1-10
362231|11-100
369372|1-10
369234|1-10
381564|1-10
376637|1-10
367216|1-10
368825|1-10
81793|101-500
161886|101-500
373797|1-10
368837|11-100
377490|1-10
354367|11-100
385325|11-100
384032|1-10
384197|1-10
384099|1-10
384023|1-10
384740|1-10
385183|1-10
367401|11-100
200291|1-10
200285|11-100
367730|11-100
367691|11-100
373890|11-100
372568|1-10
372474|11-100
372791|11-100
372432|1-10
222921|11-100
364697|11-100
368022|1-10
367539|101-500
354087|11-100
428650|1-10
98938|11-100
397618|1-10
365893|11-100
365868|11-100
190319|11-100
357927|11-100
367838|5000+
396674|1-10
259004|101-500
247071|5000+
303133|11-100
250116|11-100
371897|1-10
371326|11-100
367502|1-10
367261|1-10
364371|11-100
133980|1-10
351036|1-10
1355213|1-10
1355208|1-10
1355202|1-10
466791|1-10
539650|1-10
515507|1-10
38821|501-1000
363899|11-100
424294|1-10
363670|11-100
416110|11-100
362870|11-100
362803|1-10
462192|1-10
456234|1-10
362442|11-100
362104|1-10
361954|1-10
76744|11-100
113723|101-500
403277|11-100
420230|1-10
403111|11-100
35890|1001-5000
243404|5000+
18084|101-500
372177|1-10
143254|11-100
371963|1-10
142502|1-10
142145|1-10
629896|1-10
629891|1-10
360799|11-100
356051|11-100
165365|11-100
568608|1-10
362996|1-10
360309|1-10
362402|1-10
329719|11-100
324842|11-100
360178|1-10
359968|11-100
37333|101-500
281616|11-100
375261|11-100
1844|101-500
8842|11-100
360184|11-100
451969|11-100
361024|11-100
288893|11-100
288752|1-10
226575|11-100
359033|11-100
359339|1-10
346267|11-100
359008|11-100
359092|11-100
357678|11-100
359389|1-10
359270|1-10
357709|1-10
357661|11-100
357657|1-10
143243|11-100
361178|1-10
361243|11-100
83363|11-100
292870|501-1000
109316|11-100
357413|11-100
41907|1-10
397301|1-10
357321|11-100
357330|1-10
357298|1-10
357376|1-10
357241|11-100
222623|11-100
59384|501-1000
140097|101-500
362056|11-100
363282|11-100
261316|11-100
357225|1-10
111708|11-100
361962|1-10
348517|11-100
380694|11-100
380699|11-100
359089|1-10
360052|1-10
379683|11-100
359082|1-10
86078|11-100
680585|11-100
494238|11-100
406442|11-100
356539|1-10
356325|1-10
260250|1-10
350224|11-100
357877|11-100
356269|1-10
96498|101-500
30302|1001-5000
28586|11-100
141742|11-100
418289|1-10
355590|1-10
208911|11-100
355612|1-10
355632|11-100
355891|1-10
355844|1-10
355332|1-10
406008|1-10
355331|11-100
28686|101-500
354886|11-100
357343|1-10
356775|1-10
356773|1-10
354913|1-10
361097|1-10
354792|1-10
361618|1-10
91702|11-100
1516972|1-10
271837|11-100
300673|1-10
349152|101-500
95480|11-100
819284|1-10
354265|101-500
62408|501-1000
355940|11-100
354357|11-100
353803|11-100
149269|11-100
305453|11-100
174609|101-500
419777|11-100
353942|11-100
353932|11-100
342024|101-500
353427|1-10
353207|11-100
330271|11-100
362441|1-10
487460|1-10
260012|11-100
46651|101-500
392557|11-100
19275|1001-5000
573678|1-10
571557|1-10
570009|1-10
352228|1-10
352145|11-100
352113|1-10
354911|1-10
352121|11-100
352112|11-100
115795|101-500
353656|1-10
215611|11-100
353537|1-10
353038|1-10
352738|1-10
352410|11-100
351704|1-10
422524|101-500
422305|1-10
351775|1-10
422211|1-10
351979|11-100
78663|501-1000
12299|1001-5000
350995|11-100
348970|1-10
352054|1-10
432521|11-100
345307|11-100
350500|1-10
350276|11-100
350116|101-500
350850|11-100
349996|1-10
597220|1-10
398484|1-10
377454|1-10
205293|11-100
349366|11-100
348429|1-10
430693|1-10
430628|1-10
350952|1-10
393732|1-10
349134|1-10
55165|1-10
349001|11-100
348238|1-10
348934|11-100
507255|11-100
343851|11-100
348502|1-10
344240|11-100
195745|101-500
33557|101-500
323530|11-100
349028|11-100
348267|11-100
210032|101-500
257218|11-100
347910|11-100
363207|1-10
309847|1-10
347690|11-100
359902|1-10
347114|11-100
348873|11-100
182256|101-500
346793|1-10
346314|11-100
359818|1-10
348537|11-100
346718|11-100
346654|11-100
346658|11-100
348961|1-10
16328|11-100
362917|1-10
347608|11-100
346354|11-100
387193|1-10
4107|11-100
346143|11-100
347496|1-10
360504|11-100
346647|1-10
346017|1-10
417212|1-10
410829|11-100
292345|11-100
345745|1-10
347461|1-10
295926|11-100
300242|11-100
250620|11-100
346466|1-10
345732|1-10
345635|1-10
345649|1-10
344870|1-10
344965|1-10
344962|1-10
344947|1-10
340054|11-100
344883|1-10
344009|11-100
287642|11-100
343927|1-10
343982|1-10
343928|1-10
162719|11-100
320250|11-100
666470|1-10
1272321|1-10
1272280|1-10
304811|101-500
343538|11-100
343468|11-100
425220|1-10
424932|1-10
345421|11-100
335353|101-500
343154|11-100
391152|1-10
391124|1-10
394022|1-10
1315667|101-500
371898|1-10
77435|11-100
415065|101-500
395922|1-10
342116|101-500
406272|11-100
343615|101-500
320594|11-100
298478|11-100
342774|1-10
1886|101-500
484722|1-10
473605|11-100
342672|1-10
148700|1-10
342134|1-10
342072|5000+
339667|11-100
342154|1-10
207099|11-100
342849|1-10
992561|11-100
975301|11-100
706717|1-10
464443|11-100
302844|1-10
341466|101-500
341537|11-100
342420|1-10
341677|1-10
341509|101-500
341523|11-100
340702|1-10
66488|5000+
1279099|1-10
392130|1-10
502138|1-10
452529|1-10
392150|1-10
392114|1-10
340678|101-500
356632|1-10
156722|101-500
340916|1-10
340407|11-100
189559|11-100
461915|11-100
467159|101-500
348089|101-500
340027|11-100
25025|11-100
339906|1-10
340580|1-10
323300|11-100
339724|11-100
424711|1-10
372176|1-10
352243|1-10
123070|1-10
171199|101-500
339820|1-10
340363|11-100
339758|1-10
340974|11-100
339678|11-100
458375|101-500
458190|11-100
83662|11-100
336426|11-100
410129|101-500
195592|101-500
161240|101-500
55190|101-500
339364|11-100
177800|101-500
339216|1-10
339078|101-500
273348|11-100
1221021|1-10
1219648|1-10
342511|11-100
480103|11-100
828019|1-10
235230|11-100
459894|11-100
459985|1-10
338350|11-100
303937|101-500
339350|11-100
339106|11-100
150735|1-10
480981|1-10
343327|1-10
342590|1-10
338928|11-100
340569|1-10
340384|1-10
342281|1-10
340373|1-10
340369|1-10
340693|1-10
340223|11-100
338912|11-100
329936|11-100
338200|11-100
338744|1-10
297355|11-100
338810|1-10
338456|11-100
337440|1-10
285731|11-100
310975|1-10
323000|11-100
323060|11-100
337211|1-10
354962|1-10
392063|1-10
337134|1-10
336882|1-10
336672|11-100
336587|1001-5000
543540|1-10
522028|1-10
521375|101-500
295127|11-100
107282|1001-5000
205021|11-100
233289|1-10
233488|1-10
233192|11-100
204440|101-500
177554|101-500
166690|101-500
134339|11-100
83473|101-500
328057|101-500
336275|11-100
369502|1-10
370077|1-10
339243|1-10
335588|11-100
293026|11-100
293550|101-500
335839|1-10
824395|11-100
8394|11-100
335625|1-10
125927|11-100
290507|11-100
127446|11-100
271075|11-100
368365|1-10
180152|1-10
125852|11-100
335241|1-10
449350|1-10
334779|1-10
449286|1-10
244133|1-10
289321|101-500
334320|1-10
335665|11-100
120816|11-100
335408|11-100
316755|11-100
316704|11-100
316706|11-100
325609|11-100
448718|1-10
448870|1-10
448896|1-10
333492|1-10
196014|101-500
195834|11-100
323405|11-100
82767|101-500
53090|101-500
78635|5000+
83724|11-100
75428|101-500
119764|1-10
279754|11-100
332162|11-100
143786|11-100
1124474|1-10
61091|101-500
237691|11-100
222247|11-100
331959|1-10
332435|11-100
331909|11-100
331913|1-10
341525|1-10
340684|1-10
341154|11-100
328896|1-10
250797|11-100
102863|11-100
158206|501-1000
339763|11-100
326666|11-100
328361|101-500
171794|11-100
331815|1-10
338491|101-500
332404|11-100
331816|11-100
315707|101-500
330781|1-10
414919|11-100
331621|11-100
415044|1-10
75663|11-100
199009|101-500
415007|1-10
278326|11-100
91690|1001-5000
411080|11-100
331410|11-100
331273|11-100
332763|1-10
571445|11-100
333034|1-10
38732|101-500
331058|1-10
331029|1-10
66286|101-500
117526|11-100
1103|501-1000
342|1001-5000
93168|1-10
105404|11-100
295349|11-100
330968|1-10
22233|101-500
608680|11-100
435013|11-100
115169|11-100
319561|101-500
136000|101-500
202896|11-100
511495|1-10
511485|1-10
514197|1-10
514133|1-10
511452|1-10
331529|1-10
206048|1-10
519163|1-10
511425|1-10
513462|1-10
485112|5000+
399696|11-100
262411|11-100
329545|1-10
393943|1-10
403250|1-10
329234|1-10
329522|11-100
329870|1-10
329868|11-100
30863|11-100
329481|101-500
32396|5000+
329205|11-100
329089|101-500
452135|11-100
328981|11-100
713816|11-100
26001|1001-5000
76210|101-500
237876|11-100
216372|11-100
369417|11-100
121420|11-100
409247|1-10
327647|11-100
97998|11-100
406326|1-10
327596|11-100
328266|11-100
325956|1-10
325898|1-10
32578|1001-5000
1205432|1-10
71691|101-500
479632|1-10
325802|11-100
478564|11-100
127039|101-500
325755|11-100
325549|11-100
325279|1-10
137498|11-100
103337|11-100
126934|11-100
324757|11-100
324999|1-10
73979|101-500
351536|11-100
227391|101-500
7576|101-500
31259|501-1000
325013|11-100
282054|11-100
58268|101-500
123843|101-500
9890|501-1000
106217|11-100
26197|1001-5000
160475|101-500
208608|101-500
124553|501-1000
102153|1001-5000
293430|101-500
345843|11-100
55223|501-1000
23302|1001-5000
3407|501-1000
53748|101-500
57768|101-500
93721|501-1000
324236|11-100
416797|11-100
323890|1-10
39899|101-500
416277|1-10
323860|11-100
402983|11-100
400608|1-10
398256|1-10
397870|1-10
401629|11-100
397836|11-100
115525|101-500
28548|101-500
118815|101-500
403322|11-100
323639|11-100
323615|101-500
323275|1-10
322931|11-100
399103|1-10
322545|11-100
376699|1-10
322473|1-10
26322|1001-5000
379073|1-10
299547|1-10
298015|11-100
298133|11-100
322156|11-100
367453|11-100
179392|11-100
108936|101-500
545570|101-500
322531|11-100
426978|1-10
323952|1-10
426242|1-10
425876|1-10
321915|11-100
303232|1-10
301317|11-100
301118|11-100
77668|101-500
321050|11-100
352408|101-500
145702|501-1000
407090|11-100
320914|11-100
320595|101-500
466638|1-10
320508|101-500
223623|501-1000
1366402|1-10
1345176|1-10
969861|1-10
323608|1-10
886280|1-10
865605|11-100
320861|11-100
540035|11-100
424950|11-100
123776|101-500
434270|11-100
435179|1-10
300646|101-500
344604|11-100
345594|501-1000
95894|11-100
322560|11-100
320382|1-10
206748|11-100
81085|101-500
443175|101-500
319833|11-100
323664|1-10
126831|101-500
334579|101-500
318731|11-100
1105640|1-10
318461|11-100
318362|11-100
318409|1-10
318381|1-10
318325|1-10
434460|1-10
434112|1-10
134683|101-500
414432|1-10
317579|11-100
49068|11-100
18274|1-10
317542|11-100
132232|1-10
317030|1-10
317006|1-10
641620|11-100
319699|1-10
317979|1-10
317624|1-10
317873|1-10
315626|11-100
316026|1-10
110332|501-1000
185314|101-500
91473|501-1000
122002|101-500
307363|11-100
315475|11-100
315324|11-100
461567|1-10
468368|1-10
314774|1-10
852|1001-5000
314985|11-100
177006|101-500
318093|1-10
315300|1-10
52693|101-500
313178|11-100
59680|1-10
59196|11-100
295150|501-1000
315302|1-10
310484|11-100
424133|11-100
427387|1-10
313444|11-100
313395|11-100
313241|1-10
313245|1-10
313196|1-10
313137|1-10
414887|1-10
307790|11-100
546106|1-10
289331|11-100
311851|11-100
416748|1-10
279705|1-10
279720|1-10
279678|11-100
313018|1-10
333228|11-100
320179|1-10
315047|1-10
58829|101-500
384787|1-10
311011|1-10
426327|1-10
310618|11-100
310516|5000+
1208055|1-10
452862|1-10
420040|11-100
414149|1-10
414053|1-10
372637|11-100
309818|11-100
312756|11-100
309714|101-500
309711|11-100
309123|101-500
28957|1-10
309676|11-100
309527|101-500
309045|1-10
309016|1-10
387729|1-10
238588|11-100
308561|1-10
1304701|1-10
1304698|1-10
300925|11-100
1304695|1-10
1304693|1-10
93542|11-100
914713|1-10
914712|1-10
805625|11-100
559374|11-100
300941|1-10
300706|11-100
300945|11-100
300732|11-100
90826|501-1000
8019|1001-5000
412334|1-10
5843|101-500
175132|11-100
129999|101-500
401528|1-10
396943|1-10
307735|1-10
167296|101-500
431471|11-100
307352|101-500
168428|101-500
310093|1-10
310118|1-10
307472|1-10
210548|11-100
309569|11-100
309672|1-10
307194|11-100
1715256|1-10
1136087|11-100
1126716|11-100
730419|1-10
4121|1001-5000
414161|11-100
418237|1-10
329702|11-100
81584|101-500
15130|501-1000
68456|101-500
414533|11-100
415894|1-10
419593|11-100
25384|1001-5000
53223|501-1000
78718|11-100
71697|101-500
307086|11-100
139643|101-500
323945|11-100
188360|101-500
306977|1-10
184262|11-100
17794|501-1000
397350|11-100
306381|1-10
356419|11-100
110044|101-500
65637|11-100
306281|1-10
306251|1-10
125064|11-100
332622|101-500
75709|11-100
337588|101-500
49172|1001-5000
335659|101-500
335604|101-500
227112|1001-5000
147876|501-1000
30629|501-1000
185882|101-500
104408|11-100
1572|5000+
76638|1001-5000
36826|501-1000
66697|101-500
156048|101-500
28768|501-1000
336640|1-10
308459|1-10
305764|11-100
309267|1-10
308517|1-10
308755|1-10
305157|11-100
305571|1-10
307447|1-10
657586|1-10
50776|501-1000
531418|11-100
403258|1-10
305482|11-100
305641|1-10
155240|11-100
305359|11-100
305816|11-100
118414|1-10
404121|11-100
403430|11-100
368406|1-10
305731|11-100
305833|1-10
281581|11-100
376643|1-10
259433|11-100
304951|11-100
577811|11-100
526061|1-10
316057|11-100
315909|1-10
316000|1-10
315886|1-10
315945|1-10
315872|11-100
315860|11-100
315859|11-100
276638|11-100
316137|11-100
315873|11-100
316189|1-10
316803|11-100
315936|11-100
315843|11-100
304731|11-100
304608|11-100
22579|101-500
107939|11-100
254744|101-500
40480|11-100
568304|1-10
567515|1-10
566972|1-10
337214|11-100
337337|1-10
303614|11-100
300312|101-500
227939|101-500
17050|501-1000
94359|101-500
197586|101-500
300495|11-100
100710|101-500
445301|11-100
302778|1-10
302750|101-500
218382|11-100
238028|101-500
228238|11-100
217666|11-100
217681|101-500
216049|101-500
269696|101-500
73129|501-1000
307066|1-10
306967|1-10
306871|11-100
306966|1-10
6314|11-100
175909|101-500
265362|1-10
189138|11-100
174660|11-100
21886|11-100
190869|1-10
174719|101-500
966717|11-100
636299|11-100
452579|11-100
732055|1-10
378214|101-500
377219|11-100
266494|101-500
55976|1001-5000
301565|11-100
299207|101-500
321881|11-100
105094|501-1000
320813|1-10
321471|1-10
108348|101-500
301080|11-100
297750|11-100
1052623|1-10
300292|11-100
354948|1-10
254485|101-500
300631|11-100
72005|101-500
56010|101-500
30967|1001-5000
98148|101-500
84|5000+
299416|101-500
420770|11-100
79621|11-100
335365|1-10
299336|1-10
1634672|1-10
926190|1-10
238505|1-10
50247|1-10
417262|1-10
307227|1-10
303283|1-10
303808|1-10
28741|501-1000
299084|11-100
298946|1-10
180869|5000+
299037|1-10
212890|11-100
306700|1-10
298484|1-10
297974|11-100
103409|11-100
298461|11-100
298467|1-10
192774|11-100
298379|1-10
295366|1-10
81239|101-500
381531|101-500
298340|1-10
298873|1-10
301314|1-10
297674|1-10
297659|1-10
297267|11-100
404439|501-1000
297202|1-10
9712|5000+
66199|11-100
73|1001-5000
297397|1-10
297553|1-10
297022|11-100
297130|11-100
392057|11-100
297038|11-100
296932|1-10
296865|11-100
340500|1-10
227670|1-10
296845|1-10
296567|11-100
400481|1-10
28282|1001-5000
236311|11-100
325610|1-10
299038|11-100
301308|1-10
301235|1-10
295696|1-10
332568|1-10
332937|1-10
332527|1-10
295795|1-10
296127|1-10
270237|11-100
202880|1-10
197497|11-100
197438|1-10
197319|11-100
169487|101-500
178378|101-500
451780|101-500
233726|11-100
295129|11-100
295040|11-100
296923|11-100
295088|101-500
295008|1-10
381095|1-10
295041|11-100
379502|1-10
294899|11-100
294896|1-10
283736|11-100
97990|101-500
145629|11-100
592822|1-10
518282|1-10
519811|1-10
518211|1-10
459913|11-100
399607|1-10
401646|1-10
369604|11-100
369628|1-10
150640|101-500
293686|1-10
253614|1-10
293812|1-10
293591|11-100
293432|1-10
311598|101-500
290017|1-10
18439|101-500
399025|11-100
151298|101-500
292318|11-100
404032|1-10
293321|1-10
292977|1-10
292925|1-10
306651|1-10
269323|11-100
308641|501-1000
291990|1-10
1339460|1-10
452069|101-500
373299|101-500
424516|11-100
235300|101-500
31976|101-500
257374|11-100
291759|101-500
229050|11-100
291440|11-100
301414|1-10
291463|11-100
334165|11-100
291735|1-10
25204|101-500
147076|101-500
291435|11-100
438192|1-10
450510|1-10
438178|1-10
438165|11-100
291614|1-10
438169|1-10
290765|11-100
318336|1-10
289543|11-100
1751590|1-10
1751388|1-10
1751276|1-10
1405906|1-10
1751254|1-10
870617|1-10
1751246|1-10
1751242|1-10
1751236|1-10
1751234|1-10
1751226|1-10
371867|1-10
288925|11-100
870530|1-10
288326|1-10
288179|1-10
38850|1001-5000
79712|5000+
34351|101-500
179525|101-500
288005|101-500
287638|11-100
465968|1-10
287651|1-10
287606|11-100
287573|11-100
288350|1-10
287672|11-100
287630|1-10
21211|1001-5000
499387|1-10
496370|1-10
286692|11-100
278509|1-10
1097073|1-10
217860|11-100
273656|11-100
438636|1-10
6377|101-500
289728|1-10
15339|1-10
286577|1-10
286571|1-10
62428|11-100
286315|1-10
62365|11-100
278846|1-10
285936|11-100
285935|11-100
285922|1-10
385398|11-100
1469702|1-10
255813|11-100
305865|11-100
1469703|1-10
1469700|1-10
71088|101-500
910|501-1000
23762|11-100
285933|1-10
163546|11-100
287900|11-100
285733|11-100
775773|5000+
505805|1-10
460971|11-100
122861|5000+
188614|101-500
370411|1-10
284898|11-100
284820|11-100
402841|1-10
257877|1-10
131192|101-500
40612|11-100
126603|1-10
124359|11-100
218283|11-100
282925|11-100
788687|1-10
532270|11-100
283045|11-100
283026|1-10
281991|1-10
239243|11-100
62719|11-100
620925|1-10
620924|1-10
620923|1-10
620920|1-10
190822|11-100
190932|11-100
40670|101-500
282021|11-100
267461|11-100
441842|1-10
147102|5000+
110244|11-100
282016|11-100
11850|101-500
322742|1-10
323849|1-10
283462|1-10
324047|1-10
281124|1-10
322259|1-10
281024|11-100
679138|1-10
663193|1-10
656992|1-10
382898|1-10
379671|1-10
373686|1-10
373930|1-10
280895|11-100
500439|101-500
608259|11-100
544552|1-10
438204|11-100
342717|11-100
280793|101-500
42228|101-500
829647|1-10
268643|11-100
268565|101-500
584436|1-10
584291|1-10
535437|11-100
270041|1-10
268043|101-500
268066|1-10
201320|11-100
506010|1-10
218059|101-500
448125|11-100
277101|11-100
200878|101-500
657641|1-10
267779|11-100
422563|1-10
422566|1-10
388469|1-10
386603|11-100
80593|101-500
226725|11-100
625|501-1000
1077854|1-10
1041136|11-100
184330|11-100
59739|101-500
364009|1-10
293140|101-500
43247|101-500
283571|1-10
136205|101-500
271561|101-500
219024|101-500
268259|11-100
267862|101-500
22225|11-100
26118|101-500
490871|11-100
312426|11-100
312608|1-10
314929|1-10
312416|1-10
215997|1-10
266612|11-100
253041|11-100
222602|11-100
163007|101-500
172719|101-500
510207|11-100
311903|11-100
92085|501-1000
373281|11-100
335755|1-10
141351|101-500
198341|11-100
348507|5000+
364517|11-100
243944|1-10
47715|1-10
47704|101-500
407110|11-100
400308|1-10
269964|11-100
265484|11-100
265450|11-100
265427|11-100
200154|101-500
475839|101-500
420607|1-10
293437|11-100
265294|101-500
171729|11-100
266630|11-100
138601|11-100
193972|1-10
171435|101-500
263914|11-100
262961|1-10
262463|1-10
262532|101-500
649870|1-10
261001|11-100
649886|1-10
410376|1-10
414197|11-100
414244|11-100
262796|1-10
263614|11-100
262729|1-10
262565|1-10
267091|11-100
263706|1-10
262545|11-100
1222476|1-10
262589|11-100
261832|11-100
262305|1-10
102584|1001-5000
481026|1-10
480105|1-10
481320|1-10
261345|11-100
252113|11-100
261009|1-10
394816|1-10
393477|1-10
261047|1-10
255367|11-100
1457867|1-10
192550|11-100
812466|1-10
812440|1-10
812437|1-10
517609|1-10
812430|1-10
819694|1-10
823352|1-10
815681|1-10
812974|1-10
813317|1-10
655533|1-10
524233|1-10
521330|1-10
528306|1-10
515862|1-10
517853|1-10
516052|1-10
516319|1-10
515814|1-10
515567|11-100
515125|1-10
513859|1-10
514035|1-10
518834|1-10
514455|1-10
514798|1-10
514331|1-10
512845|1-10
513512|1-10
513642|11-100
515337|1-10
513118|1-10
115597|11-100
514099|1-10
525922|1-10
293683|1-10
293364|11-100
33076|101-500
67666|101-500
157691|11-100
539174|1-10
546752|1-10
259386|11-100
258896|11-100
259057|11-100
258843|1-10
258853|11-100
45184|1001-5000
256346|11-100
258589|11-100
12991|1-10
199712|11-100
1259055|1-10
351031|1-10
260754|11-100
608737|1-10
256918|1-10
256917|1-10
256946|11-100
400715|11-100
174583|11-100
257325|11-100
257196|1-10
258705|1-10
257217|1-10
239312|11-100
258766|1-10
257270|1-10
258268|11-100
257171|101-500
434327|11-100
218066|11-100
126494|11-100
264962|101-500
149783|101-500
472428|11-100
259860|11-100
262177|1-10
239124|11-100
17894|11-100
214082|101-500
379148|11-100
35288|501-1000
114845|101-500
257809|11-100
256763|11-100
256692|101-500
257458|1-10
256711|1-10
317419|1-10
257245|1-10
257756|1-10
258146|1-10
305940|1-10
257309|11-100
258389|11-100
256813|1-10
311608|11-100
311710|11-100
248935|11-100
257869|11-100
256351|1-10
256429|11-100
410946|1-10
257088|1-10
256341|101-500
259288|11-100
404759|1-10
256267|11-100
256243|11-100
955927|1-10
377761|1-10
115122|101-500
404292|11-100
400964|1-10
257272|1-10
257015|1-10
257328|1-10
7343|11-100
255324|11-100
256855|1-10
256417|1-10
57223|11-100
703328|11-100
475502|11-100
18180|101-500
81883|1001-5000
5948|101-500
178862|11-100
88050|101-500
97115|101-500
76621|101-500
254094|11-100
254013|11-100
150149|11-100
37125|101-500
209000|101-500
164553|101-500
333039|11-100
83763|101-500
253697|11-100
254037|11-100
480172|1-10
252999|11-100
648530|11-100
18976|1-10
15386|101-500
304157|11-100
304162|11-100
407228|11-100
304972|11-100
304151|11-100
304155|11-100
15975|101-500
404091|1-10
330889|1-10
355|11-100
252444|101-500
252465|11-100
303529|1-10
